Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
GFDD.SM.01.NGA,Nigeria Stock price volatility,Stocks - Technical Indicators,Non Currency Series,Nigeria,,,,,,,Units,Units,Stock,Current Not Seasonally Adjusted,Annual From Dec 1999 To Dec 2011<BR>,Stock price volatility is the average of the 360-day volatility of the national stock market index. Bloomberg,
Date,Ticker,Close,Annual_Percent_Change
12/31/1999,GFDD.SM.01.NGA,8.549595,
12/31/2000,GFDD.SM.01.NGA,12.12757,41.849643170232
12/31/2001,GFDD.SM.01.NGA,12.96978,6.94458988898848
12/31/2002,GFDD.SM.01.NGA,12.78869,-1.39624573431469
12/31/2003,GFDD.SM.01.NGA,14.29409,11.7713385811995
12/31/2004,GFDD.SM.01.NGA,24.18223,69.1764218638612
12/31/2006,GFDD.SM.01.NGA,14.62335,-39.5285298336837
12/31/2007,GFDD.SM.01.NGA,15.74971,7.70247583488052
12/31/2008,GFDD.SM.01.NGA,15.05072,-4.43811346367648
12/31/2009,GFDD.SM.01.NGA,25.96713,72.5308158015032
12/31/2010,GFDD.SM.01.NGA,27.47816,5.81901041817097
12/31/2011,GFDD.SM.01.NGA,17.73475,-35.4587425067763
