Date,Reserves,GDP in mil Local,FER/GDP
2002-03-31,100983,189879.4,0.5318270439026035
2002-04-30,94791,193943.3776297905,0.488756054259002
2002-05-31,98815,197183.3330556046,0.5011326184050998
2002-06-30,101702,198461.7,0.5124515208727931
2002-07-31,108598,197642.5809463984,0.5494666153416216
2002-08-31,109449,197394.61861440932,0.5544680030705279
2002-09-30,110605,200992.1,0.5502952603609793
2002-10-31,105093,210307.88591820264,0.4997102202856767
2002-11-30,105364,219706.95110974324,0.4795660741173859
2002-12-31,102532,222880.7,0.4600308595584992
2003-01-31,103537,215053.40790374903,0.48144784595247997
2003-02-28,108213,203729.17908800105,0.5311610270282259
2003-03-31,110498,194803.2,0.5672288750903476
2003-04-30,106824,195611.8164490092,0.5461019785982416
2003-05-31,110575,202184.12589705383,0.5469024806443089
2003-06-30,111362,207707.9,0.5361471566560541
2003-07-31,113011,207989.60813707105,0.5433492615915818
2003-08-31,111905,206497.9882679557,0.5419181123197673
2003-09-30,114876,208842.8,0.5500596620999144
2003-10-31,118270,218569.7121871364,0.5411088243495459
2003-11-30,118899,229836.71408659857,0.5173194390309673
2003-12-31,119389,235798.2,0.5063185384790893
2004-01-31,128237,230954.3201787352,0.5552483274647454
2004-02-29,131093,221589.33294878877,0.5916033874712585
2004-03-31,128138,214304.7,0.5979243572352823
2004-04-30,130618,215419.6531972363,0.6063420772495968
2004-05-31,124706,221383.07249439863,0.5633041342994066
2004-06-30,123860,226018.2,0.5480089656496689
2004-07-31,119062,225700.02176909585,0.527523210085497
2004-08-31,123306,224589.72504872063,0.5490277882180541
2004-09-30,114752,228868.4,0.5013885708992591
2004-10-31,111855,242331.08847187264,0.4615792414640312
2004-11-30,108893,257030.70360852388,0.423657557137033
2004-12-31,103286,263900.2,0.39138280304448425
2005-01-31,114967,255743.9869514085,0.4495394060695699
2005-02-28,112630,241923.9186826317,0.46555958837519434
2005-03-31,109479,230098.9,0.47579106201724564
2005-04-30,123605,229721.51038695683,0.5380645451607569
2005-05-31,125059,236400.28786016256,0.5290137382318922
2005-06-30,128658,242441.24,0.5306770415792297
2005-07-31,127871,242999.628126835,0.5262189122909152
2005-08-31,127408,241731.5387361396,0.5270640342014756
2005-09-30,122062,244647.8,0.49892948148317706
2005-10-31,124010,255509.27297561936,0.4853444204032196
2005-11-30,125136,267667.8677097096,0.46750475158158367
2005-12-31,126621,273342.5,0.4632320257552338
2006-01-31,123882,266386.6645820174,0.46504580172727883
2006-02-28,133450,254729.5308327566,0.5238890032252168
2006-03-31,133322,244896.2,0.5444020772882552
2006-04-30,129522,244897.06397993112,0.528883433288584
2006-05-31,133412,250997.612227828,0.5315269687860746
2006-06-30,137161,256604.7,0.5345225555104797
2006-07-31,135092,257768.4616819434,0.5240827334675565
2006-08-31,136333,258372.7074394684,0.527660221356546
2006-09-30,138726,264324.1,0.5248329607478093
2006-10-31,132159,279358.6407607464,0.4730800509341901
2006-11-30,129244,295429.8905849625,0.4374777370837187
2006-12-31,131221,303606.4,0.4322076214467152
2007-01-31,140979,296670.4676890517,0.47520402383888066
2007-02-28,138614,283835.3888998851,0.48836052663218876
2007-03-31,136740,272905.4,0.5010527457499925
2007-04-30,133106,273121.4213518991,0.48735100799179576
2007-05-31,137872,279997.44496929506,0.4924044932449982
2007-06-30,136338,285685.6,0.477230913983764
2007-07-31,137378,285494.91607567144,0.4811924565535432
2007-08-31,139873,284555.478742137,0.4915491369848209
2007-09-30,138341,290508.5,0.4762029338212135
2007-10-31,130485,308146.3204967341,0.42345142979366823
2007-11-30,134062,327749.076650122,0.40903852840785754
2007-12-31,133039,338408.6,0.3931312620305749
2008-01-31,135096,331135.1279304859,0.4079784613741139
2008-02-29,128663,315659.27068640466,0.4076008910500897
2008-03-31,125927,302030.85,0.4169342303940144
2008-04-30,128855,300375.55730957433,0.42897964519529436
2008-05-31,125466,306069.8710298389,0.40992600669200874
2008-06-30,131659,311056.71,0.4232636550421947
2008-07-31,124784,310319.86424139555,0.4021141228101706
2008-08-31,139608,308810.90936042706,0.4520824743178268
2008-09-30,141257,314013.41,0.44984384584085124
2008-10-31,157091,330558.8442077551,0.4752285493268147
2008-11-30,163024,348960.8348611789,0.4671699047970614
2008-12-31,169554,358469.83,0.47299378025760214
2009-01-31,185461,350352.2599434635,0.529355797590482
2009-02-28,206871,335020.3868936055,0.6174877950508048
2009-03-31,194736,321110.2,0.6064460113693056
2009-04-30,186089,319320.1945603964,0.5827661487435396
2009-05-31,190824,325095.869979266,0.5869776199007708
2009-06-30,190232,330450.0,0.5756755938871236
2009-07-31,181921,330478.8382512245,0.5504770016823488
2009-08-31,182802,330255.2241565548,0.5535173606015213
2009-09-30,193103,337326.1,0.5724519982296064
2009-10-31,196848,356217.0441020964,0.5526069099141163
2009-11-30,195491,375711.4944925909,0.5203221164793379
2009-12-31,198782,383138.2,0.5188258440426979
2010-01-31,200265,368700.1302601337,0.5431649830411085
2010-02-28,207501,346661.49687680503,0.5985695033035087
2010-03-31,210772,328151.3,0.642301279927887
2010-04-30,221561,327419.5045006924,0.6766884591615141
2010-05-31,244284,337697.50955838576,0.7233811120474516
2010-06-30,250399,347247.3,0.7210970394874201
2010-07-31,238487,348752.83763271035,0.6838281277331513
2010-08-31,248741,348025.6477349978,0.7147203133413962
2010-09-30,245995,354441.3,0.6940359376855914
2010-10-31,242108,373866.1016704383,0.6475794379812947
2010-11-30,256968,394919.3139867564,0.6506848130720125
2010-12-31,241369,404528.4,0.5966676258082251
2011-01-31,236961,392370.22556068737,0.603921971045047
2011-02-28,249608,372166.7198149411,0.6706886637368245
2011-03-31,251361,355127.7,0.7078045446750563
2011-04-30,250525,355041.59939252894,0.7056215396411144
2011-05-31,255664,365343.82073832175,0.6997901305223384
2011-06-30,258453,374546.0,0.6900434125581371
2011-07-31,260038,375665.315671546,0.6922065709876661
2011-08-31,266862,375259.3935334709,0.7111400929559875
2011-09-30,286642,383444.5,0.7475449510946174
2011-10-31,278621,406427.3076693752,0.6855371052642347
2011-11-30,294739,430616.7267437433,0.6844578524126791
2011-12-31,296640,440522.6,0.6733820239869646
2012-01-31,277151,424014.2806941781,0.6536360038304847
2012-02-29,268151,396900.6080439962,0.6756124696344018
2012-03-31,268769,374631.4,0.717422511834299
2012-04-30,276562,373182.08662506216,0.7410913061265536
2012-05-31,302498,384533.4893302042,0.7866623022273121
2012-06-30,290921,394901.6,0.7366923810893651
2012-07-31,295596,395549.1933288439,0.7473052782950645
2012-08-31,298567,393070.6838485095,0.7595758530673544
2012-12-31,297911,444932.7,0.6695641835270817
2013-01-31,300984,425761.08657697815,0.7069316795009205
2013-02-28,301448,398061.9897243172,0.7572890850713266
2013-03-31,312498,374894.1,0.833563398303681
2013-04-30,304130,373444.09653810674,0.8143923088337431
2013-05-31,323602,385248.9376369012,0.8399815505915718
