Date,Volatility
2003-01,
2003-02,31.624819431173908
2003-03,34.936140882500425
2003-04,49.77108938987407
2003-05,34.37844846178674
2003-06,32.50678550679889
2003-07,34.64193268707408
2003-08,15.808487822255254
2003-09,25.49707974129609
2003-10,14.636049702948293
2003-11,31.79127123457381
2003-12,55.44452561037206
2004-01,114.39443387283261
2004-02,124.34571570878988
2004-03,130.3679879150169
2004-04,132.9407737208859
2004-05,121.10839000720077
2004-06,87.49234727793993
2004-07,125.87574633852745
2004-08,73.88063196519299
2004-09,43.59498026967099
2004-10,100.12887476971176
2004-11,216.97825682384462
2004-12,141.58737806409786
2005-01,445.9081000265717
2005-02,461.773077329995
2005-03,414.28445473806255
2005-04,481.2973174451742
2005-05,197.154530076632
2005-06,151.0254423032891
2005-07,149.97490836237685
2005-08,261.1797343831346
2005-09,202.66067106518537
2005-10,262.3287799198682
2005-11,158.6876366783116
2005-12,226.93044628004174
2006-01,359.31089466211154
2006-02,473.53399241803135
2006-03,269.735865955213
2006-04,182.94803392745848
2006-05,137.5666899620076
2006-06,243.98811333112383
2006-07,400.8456883182162
2006-08,212.85693199771413
2006-09,80.84831181347253
2006-10,271.5768186133695
2006-11,206.58128676111698
2006-12,187.69488832476486
2007-01,262.2424653531095
2007-02,226.99141247722386
2007-03,244.82921556457322
2007-04,74.75156813684396
2007-05,167.20875463918966
2007-06,186.1027363500263
2007-07,557.7919865539897
2007-08,395.2823222861256
2007-09,276.9847094823868
2007-10,249.05008201358072
2007-11,390.1185649671651
2007-12,503.2379563214052
2008-01,581.389237271976
2008-02,730.649302308799
2008-03,254.64679396042362
2008-04,231.39851648719716
2008-05,185.28471294012144
2008-06,350.4915573091811
2008-07,583.9064276858294
2008-08,315.1481169768202
2008-09,419.0685544078207
2008-10,613.3562632108725
2008-11,449.9088007375109
2008-12,81.03997632069704
2009-01,140.49448771645365
2009-02,276.8274683163663
2009-03,188.62418284579073
2009-04,278.0438850212362
2009-05,233.4299447103661
2009-06,214.141632970581
2009-07,117.86809033882679
2009-08,290.38113218560954
2009-09,160.50008549424265
2009-10,122.54550330606607
2009-11,158.1922085035448
2009-12,175.61134731591144
2010-01,184.920517676879
2010-02,144.43458983761224
2010-03,227.57842908984023
2010-04,227.5097362677085
2010-05,365.6865428372072
2010-06,312.41382593519444
2010-07,171.9632125112542
2010-08,179.96651349247128
2010-09,74.92161867038247
2010-10,55.84604638243485
2010-11,48.07652603490888
2010-12,63.12238248409543
2011-01,223.84174504598906
2011-02,159.0475783085423
2011-03,99.48323543909439
2011-04,95.72595314555093
2011-05,119.29894025374485
2011-06,126.6990469925997
2011-07,69.5121556786982
2011-08,324.87456914237623
2011-09,232.12290585899228
2011-10,175.3674803418958
2011-11,114.44960405023882
2011-12,118.76070893819681
2012-01,62.22797115763834
2012-02,278.22938204681225
2012-03,165.96597781910057
2012-04,66.0321533548595
2012-05,193.6336491731354
2012-06,293.78382535612536
2012-07,109.84613846595038
2012-08,93.35561734941966
2012-09,80.23829789845863
2012-10,90.02021386419548
2012-11,70.6052739349254
2012-12,69.70010737311387
2013-01,329.3642841070949
2013-02,151.63383877204456
2013-03,78.53007472755377
2013-04,111.82605610143119
2013-05,119.55368620242568
2013-06,65.82483826016548
2013-07,82.18711040666793
2013-08,176.84641275211564
2013-09,147.561180068278
2013-10,111.27937417079224
2013-11,108.37544335924986
2013-12,99.5982783908282
2014-01,112.97001017807209
2014-02,99.44005995997601
2014-03,87.19034170188206
2014-04,100.14419897455267
2014-05,84.14314191352125
2014-06,145.24919020245858
2014-07,133.70373159280263
2014-08,49.03734176339587
2014-09,73.75882330328987
2014-10,128.27115816261684
2014-11,90.55104086264791
2014-12,83.72022842781698
2015-01,156.11133046114523
2015-02,100.66360052784088
2015-03,127.79981115549286
2015-04,168.1621611072883
2015-05,196.3559310392987
2015-06,82.36390460765313
2015-07,122.1016710758848
2015-08,166.69481151601872
2015-09,234.4457443742696
2015-10,67.31264946461694
2015-11,107.72837640479352
2015-12,145.814976684086
